title,price,region,city,rooms,area_m2,floor,total_floors,year,price_per_m2,floor_ratio,apartment_age,price_category,size_category,district
2-комнатная квартира · 58 м² · 4/9 этаж,26600000,"сарайшык р-н, кенен азербаева 4/1 — горчкаааааааааааа",астана,2,58.0,4,9,2015,458620.6896551724,0.4444444444444444,11,mid,medium,сарайшык р-н
2-комнатная квартира · 56 м² · 4/9 этаж,33000000,"мкр нурсая, абулхайыр хана",атырау,2,56.0,4,9,2021,589285.7142857143,0.4444444444444444,5,high,medium,unknown
3-комнатная квартира · 70 м² · 5/5 этаж,52000000,"алмалинский р-н, шевченко 157 — клочкова - жарокова",алматы,3,70.0,5,5,1987,742857.1428571428,1.0,39,high,medium,алмалинский р-н
3-комнатная квартира · 77.7 м² · 8/9 этаж,51000000,"нура р-н, кайым мухамедханова 20 — каз  гюа   казутб хан шатыр",астана,3,77.7,8,9,2020,656370.6563706563,0.8888888888888888,6,high,large,нура р-н
1-комнатная квартира · 32 м² · 1/4 этаж,23590000,"ауэзовский р-н, мкр №5 44 — сарыарка",алматы,1,32.0,1,4,1967,737187.5,0.25,59,mid,small,ауэзовский р-н
3-комнатная квартира · 84 м² · 5/5 этаж,28500000,"алматы р-н, кайрат рыскулбекова 8а",астана,3,84.0,5,5,2003,339285.71428571426,1.0,23,mid,large,алматы р-н
2-комнатная квартира · 56.7 м² · 2/9 этаж,36000000,"турксибский р-н, сарыарка 1/2 5 — рыскулова шемякина",алматы,2,56.7,2,9,2020,634920.6349206349,0.2222222222222222,6,high,medium,турксибский р-н
1-комнатная квартира · 41 м² · 5/6 этаж,41000000,"турксибский р-н, тараз 8/1",алматы,1,41.0,5,6,2025,1000000.0,0.8333333333333334,1,high,medium,турксибский р-н
1-комнатная квартира · 36 м² · 6/6 этаж,16500000,"сарыарка р-н, косшыгулы 13/2 — 10 поликлиника,цон, сарыарка баня",астана,1,36.0,6,6,2010,458333.3333333333,1.0,16,mid,small,сарыарка р-н
3-комнатная квартира · 75 м² · 3/4 этаж,90000000,"алмалинский р-н, гоголя — панфилова",алматы,3,75.0,3,4,1950,1200000.0,0.75,76,luxury,large,алмалинский р-н
3-комнатная квартира · 72.4 м² · 14/18 этаж,35500000,"алматы р-н, б.момышулы 19/2 — к.сатпаева",астана,3,72.4,14,18,2019,490331.49171270715,0.7777777777777778,7,high,large,алматы р-н
3-комнатная квартира · 74 м² · 1/10 этаж,62000000,"алмалинский р-н, варламова 1/3 — варламова - карасай батыра, озеро сайран",алматы,3,74.0,1,10,2020,837837.8378378379,0.1,6,luxury,large,алмалинский р-н
1-комнатная квартира · 42 м² · 8/9 этаж,39500000,"нура р-н, толе би 63",астана,1,42.0,8,9,2023,940476.1904761905,0.8888888888888888,3,high,medium,нура р-н
3-комнатная квартира · 85 м² · 7/10 этаж,41500000,"сарайшык р-н, кордай 81 — кенен азирбаева",астана,3,85.0,7,10,2018,488235.29411764705,0.7,8,high,large,сарайшык р-н
1-комнатная квартира · 30 м² · 5/12 этаж,35000000,"алмалинский р-н, шевченко 85 — шевченко- сейфулина",алматы,1,30.0,5,12,2019,1166666.6666666667,0.4166666666666667,7,high,small,алмалинский р-н
2-комнатная квартира · 71 м² · 6/9 этаж,45000000,"нура р-н, е 797,2",астана,2,71.0,6,9,2026,633802.8169014085,0.6666666666666666,0,high,large,нура р-н
2-комнатная квартира · 68 м² · 3/7 этаж,75000000,"алматы р-н, шамши калдаякова 6",астана,2,68.0,3,7,2019,1102941.1764705882,0.42857142857142855,7,luxury,medium,алматы р-н
1-комнатная квартира · 39.5 м² · 10/12 этаж,28600000,"наурызбайский р-н, мкр акжар, белжайлау 47а",алматы,1,39.5,10,12,2026,724050.6329113924,0.8333333333333334,0,mid,small,наурызбайский р-н
2-комнатная квартира · 55 м² · 4/5 этаж,15800000,"жилой массив жанаконыс, алматинская 3а",актобе,2,55.0,4,5,2008,287272.7272727273,0.8,18,mid,medium,unknown
2-комнатная квартира · 62 м² · 4/14 этаж,53000000,"есильский р-н, манглик ел 56 — а. бокейхан",астана,2,62.0,4,14,2020,854838.7096774194,0.2857142857142857,6,high,medium,есильский р-н
3-комнатная квартира · 75.8 м² · 7/10 этаж,37000000,"медеуский р-н, жас канат 1/19 — верхний жас канат",алматы,3,75.8,7,10,2015,488126.64907651715,0.7,11,high,large,медеуский р-н
2-комнатная квартира · 58 м² · 2/9 этаж,44000000,"нура р-н, култегин 4",астана,2,58.0,2,9,2024,758620.6896551724,0.2222222222222222,2,high,medium,нура р-н
2-комнатная квартира · 39 м² · 4/9 этаж,33800000,"алматы р-н, ул.қаныш сәтбаев 33 — б.момышулы",астана,2,39.0,4,9,2025,866666.6666666666,0.4444444444444444,1,high,small,алматы р-н
1-комнатная квартира · 45 м² · 5/5 этаж,12300000,"17-й мкр, 17-ш/а. 71",актау,1,45.0,5,5,2017,273333.3333333333,1.0,9,budget,medium,unknown
2-комнатная квартира · 51 м² · 3/9 этаж,38900000,"нура р-н, казыбек би 41/4 — туран-улыдала",астана,2,51.0,3,9,2025,762745.0980392157,0.3333333333333333,1,high,medium,нура р-н
3-комнатная квартира · 112 м² · 6/22 этаж,93000000,"есильский р-н, ​аль-фараби 3",астана,3,112.0,6,22,2025,830357.1428571428,0.2727272727272727,1,luxury,very_large,есильский р-н
2-комнатная квартира · 82 м² · 4/14 этаж,122000000,"бостандыкский р-н, розыбакиева 197/2",алматы,2,82.0,4,14,2025,1487804.8780487804,0.2857142857142857,1,luxury,large,бостандыкский р-н
2-комнатная квартира · 40.2 м² · 2/2 этаж,42000000,"бостандыкский р-н, мкр коктем-1, маркова 55 — маркова аль-фараби",алматы,2,40.2,2,2,1959,1044776.119402985,1.0,67,high,medium,бостандыкский р-н
4-комнатная квартира · 87 м² · 12/12 этаж,69500000,"наурызбайский р-н, коктерек",алматы,4,87.0,12,12,2022,798850.5747126436,1.0,4,luxury,large,наурызбайский р-н
3-комнатная квартира · 72.7 м² · 9/12 этаж,50900000,"бостандыкский р-н, ораза жандосова улица, 94а 43 — срочно-торг",алматы,3,72.7,9,12,2025,700137.5515818432,0.75,1,high,large,бостандыкский р-н
1-комнатная квартира · 45 м² · 12/16 этаж,23500000,"абайский р-н, мкр кайтпас 2, к. толеметова 205 — толеметова 85",шымкент,1,45.0,12,16,2023,522222.22222222225,0.75,3,mid,medium,абайский р-н
1-комнатная квартира · 36 м² · 1/3 этаж,16000000,алаш 57 — бисен жумагалиев,уральск,1,36.0,1,3,2025,444444.44444444444,0.3333333333333333,1,mid,small,unknown
2-комнатная квартира · 60 м² · 1/9 этаж,67500000,"ауэзовский р-н, симферопольская",алматы,2,60.0,1,9,2025,1125000.0,0.1111111111111111,1,luxury,medium,ауэзовский р-н
2-комнатная квартира · 41.2 м² · 2/3 этаж,23500000,"алатауский р-н, мкр теректы, устирт 2936а 10",алматы,2,41.2,2,3,2024,570388.3495145631,0.6666666666666666,2,mid,medium,алатауский р-н
4-комнатная квартира · 115 м² · 4/10 этаж,65500000,"нура р-н, култегин — омарова",астана,4,115.0,4,10,2021,569565.2173913043,0.4,5,luxury,very_large,нура р-н
4-комнатная квартира · 115 м² · 12/21 этаж,65000000,"алмалинский р-н, толе би — толе би,  рядом с озером  сайран",алматы,4,115.0,12,21,2012,565217.3913043478,0.5714285714285714,14,luxury,very_large,алмалинский р-н
1-комнатная квартира · 39 м² · 8/9 этаж,22800000,"наурызбайский р-н, мкр шугыла, жунисова 2/25",алматы,1,39.0,8,9,2026,584615.3846153846,0.8888888888888888,0,mid,small,наурызбайский р-н
3-комнатная квартира · 69 м² · 8/9 этаж,47500000,"ауэзовский р-н, мкр аксай-4 — рынок арыстан",алматы,3,69.0,8,9,1980,688405.7971014492,0.8888888888888888,46,high,medium,ауэзовский р-н
2-комнатная квартира · 52 м² · 8/12 этаж,25000000,"сарыарка р-н, кубрина 20/1",астана,2,52.0,8,12,2009,480769.23076923075,0.6666666666666666,17,mid,medium,сарыарка р-н
2-комнатная квартира · 57 м² · 10/12 этаж,64000000,"бостандыкский р-н, навои 200",алматы,2,57.0,10,12,2023,1122807.0175438595,0.8333333333333334,3,luxury,medium,бостандыкский р-н
3-комнатная квартира · 71 м² · 2/10 этаж,42000000,"наурызбайский р-н, мкр шугыла, жунисова 8/6",алматы,3,71.0,2,10,2022,591549.2957746478,0.2,4,high,large,наурызбайский р-н
1-комнатная квартира · 32 м² · 16/22 этаж,21000000,"нура р-н, чингиз айтматов 34 — сыганак/айтматова",астана,1,32.0,16,22,2018,656250.0,0.7272727272727273,8,mid,small,нура р-н
3-комнатная квартира · 93.6 м² · 3/3 этаж,60840000,"наурызбайский р-н, мкр таусамалы, жандосова 70б",алматы,3,93.6,3,3,2024,650000.0,1.0,2,luxury,large,наурызбайский р-н
3-комнатная квартира · 93.2 м² · 8/9 этаж,61000000,"есильский р-н, мәңгілік ел 51 — ұлы дала",астана,3,93.2,8,9,2017,654506.4377682403,0.8888888888888888,9,luxury,large,есильский р-н
2-комнатная квартира · 67 м² · 4/10 этаж,26900000,"р-н байконур, култобе 11 — мегастрой",астана,2,67.0,4,10,2009,401492.53731343284,0.4,17,mid,medium,unknown
2-комнатная квартира · 56.4 м² · 5/6 этаж,35700000,"жетысуский р-н, мкр кулагер",алматы,2,56.4,5,6,1994,632978.7234042553,0.8333333333333334,32,high,medium,жетысуский р-н
3-комнатная квартира · 87 м² · 4/5 этаж,75000000,"бостандыкский р-н, байсеитовой — площадь республики",алматы,3,87.0,4,5,1981,862068.9655172414,0.8,45,luxury,large,бостандыкский р-н
4-комнатная квартира · 118.2 м² · 4/14 этаж,89000000,"алматы р-н, байтурсынова 29/2",астана,4,118.2,4,14,2024,752961.0829103214,0.2857142857142857,2,luxury,very_large,алматы р-н
2-комнатная квартира · 48.9 м² · 8/17 этаж,40900000,"нура р-н, туран 43/6",астана,2,48.9,8,17,2025,836400.8179959101,0.47058823529411764,1,high,medium,нура р-н
2-комнатная квартира · 66.6 м² · 7/12 этаж,37500000,"алатауский р-н, рыскулова/момышулы 80",алматы,2,66.6,7,12,2017,563063.0630630631,0.5833333333333334,9,high,medium,алатауский р-н
3-комнатная квартира · 92 м² · 2/12 этаж,65000000,"нура р-н, розы баглановой — рядом с тц ncity, magnum",астана,3,92.0,2,12,2020,706521.7391304348,0.16666666666666666,6,luxury,large,нура р-н
2-комнатная квартира · 56.7 м² · 5/12 этаж,30000000,"сарайшык р-н, улица а 52 6/1 — ориентировочно находится возле лрт.",астана,2,56.7,5,12,2024,529100.529100529,0.4166666666666667,2,mid,medium,сарайшык р-н
2-комнатная квартира · 65.9 м² · 10/10 этаж,35500000,"наурызбайский р-н, мкр шугыла, жунисова 10 к1-16",алматы,2,65.9,10,10,2020,538694.9924127465,1.0,6,high,medium,наурызбайский р-н
4-комнатная квартира · 111 м² · 3/9 этаж,55000000,"сарайшык р-н, ахмет байтурсынулы",астана,4,111.0,3,9,2025,495495.4954954955,0.3333333333333333,1,high,very_large,сарайшык р-н
3-комнатная квартира · 80 м² · 4/12 этаж,35000000,"сарайшык р-н, м. тынышбайулы 5",астана,3,80.0,4,12,2026,437500.0,0.3333333333333333,0,high,large,сарайшык р-н
6-комнатная квартира · 270 м² · 20/21 этаж,187000000,"бостандыкский р-н, каныша сатпаева",алматы,6,270.0,20,21,2017,692592.5925925926,0.9523809523809523,9,luxury,very_large,бостандыкский р-н
1-комнатная квартира · 32 м² · 2/9 этаж,22500000,"алматы р-н, аманжол болекпаев 19",астана,1,32.0,2,9,2023,703125.0,0.2222222222222222,3,mid,small,алматы р-н
2-комнатная квартира · 51 м² · 9/9 этаж,38800000,"ауэзовский р-н, мкр таугуль-1",алматы,2,51.0,9,9,2005,760784.3137254902,1.0,21,high,medium,ауэзовский р-н
3-комнатная квартира · 68 м² · 5/5 этаж,23900000,"алматы р-н, култобе 9 — возле,,строй магазина ~мегострой~",астана,3,68.0,5,5,1993,351470.5882352941,1.0,33,mid,medium,алматы р-н
3-комнатная квартира · 66.5 м² · 4/5 этаж,45000000,"алмалинский р-н, мкр тастак-2, тлендиева",алматы,3,66.5,4,5,1981,676691.7293233082,0.8,45,high,medium,алмалинский р-н
3-комнатная квартира · 100 м² · 1/2 этаж,26000000,"учетный кв. 089, участок 1222 75 — березовая аллея банный комплекс березка",алмалыбак (киз),3,100.0,1,2,2024,260000.0,0.5,2,mid,large,unknown
2-комнатная квартира · 50 м² · 7/18 этаж,52500000,"нура р-н, туран 39",астана,2,50.0,7,18,2020,1050000.0,0.3888888888888889,6,high,medium,нура р-н
2-комнатная квартира · 48 м² · 5/5 этаж,20500000,абая — по абая,уральск,2,48.0,5,5,1972,427083.3333333333,1.0,54,mid,medium,unknown
2-комнатная квартира · 51.9 м² · 4/5 этаж,18000000,хабибулина 12,алмалыбак (киз),2,51.9,4,5,1986,346820.8092485549,0.8,40,mid,medium,unknown
2-комнатная квартира · 60 м² · 4/5 этаж,22000000,"аль-фарабийский р-н, 17-й микрорайон, 17-й микрорайон — кафе софия",шымкент,2,60.0,4,5,1978,366666.6666666667,0.8,48,mid,medium,аль-фарабийский р-н
4-комнатная квартира · 149.2 м² · 4/5 этаж,59000000,"казыбек би р-н, мкр михайловка , жанибекова 53/1",караганда,4,149.2,4,5,2023,395442.3592493298,0.8,3,high,very_large,казыбек би р-н
3-комнатная квартира · 85 м² · 9/15 этаж,30500000,17-й мкр,актау,3,85.0,9,15,2025,358823.5294117647,0.6,1,high,large,unknown
2-комнатная квартира · 38 м² · 3/12 этаж,30800000,"алматы р-н, тауелсиздик",астана,2,38.0,3,12,2025,810526.3157894737,0.25,1,high,small,алматы р-н
3-комнатная квартира · 72 м² · 2/10 этаж,50000000,"есильский р-н, бокейхана 25",астана,3,72.0,2,10,2020,694444.4444444445,0.2,6,high,large,есильский р-н
3-комнатная квартира · 77 м² · 4/9 этаж,67000000,"бостандыкский р-н, розыбакиева 103",алматы,3,77.0,4,9,1993,870129.8701298701,0.4444444444444444,33,luxury,large,бостандыкский р-н
1-комнатная квартира · 36 м² · 7/9 этаж,43900000,"бостандыкский р-н, абая 130",алматы,1,36.0,7,9,2018,1219444.4444444445,0.7777777777777778,8,high,small,бостандыкский р-н
4-комнатная квартира · 81.6 м² · 4/5 этаж,20000000,аскарова 278а,тараз,4,81.6,4,5,1992,245098.0392156863,0.8,34,mid,large,unknown
2-комнатная квартира · 52 м² · 1/5 этаж,35500000,"ауэзовский р-н, мкр аксай-3б 22 — толе би - яссауи",алматы,2,52.0,1,5,1991,682692.3076923077,0.2,35,high,medium,ауэзовский р-н
1-комнатная квартира · 30 м² · 3/3 этаж,24000000,"алмалинский р-н, аблайхана 33 — райымбека",алматы,1,30.0,3,3,1960,800000.0,1.0,66,mid,small,алмалинский р-н
1-комнатная квартира · 42 м² · 1/9 этаж,28500000,"турксибский р-н, кульджинский тракт 153/49 — бухтарминская",алматы,1,42.0,1,9,2024,678571.4285714285,0.1111111111111111,2,mid,medium,турксибский р-н
3-комнатная квартира · 128.6 м² · 12/14 этаж,42500000,10-й мкр 1,актау,3,128.6,12,14,2007,330482.11508553656,0.8571428571428571,19,high,very_large,unknown
2-комнатная квартира · 71 м² · 8/10 этаж,22500000,мкр болашак 129 к,актобе,2,71.0,8,10,2015,316901.40845070424,0.8,11,mid,large,unknown
2-комнатная квартира · 58 м² · 13/18 этаж,44970000,"нура р-н, е-36 6",астана,2,58.0,13,18,2025,775344.8275862068,0.7222222222222222,1,high,medium,нура р-н
3-комнатная квартира · 81.4 м² · 1/5 этаж,25000000,сырдария 13,кызылорда,3,81.4,1,5,2009,307125.3071253071,0.2,17,mid,large,unknown
2-комнатная квартира · 50.5 м² · 11/13 этаж,36500000,"ауэзовский р-н, райымбека 348/2",алматы,2,50.5,11,13,2025,722772.2772277228,0.8461538461538461,1,high,medium,ауэзовский р-н
1-комнатная квартира · 30.2 м² · 1/5 этаж,11500000,"ульбинский, михаэлиса 26",усть-каменогорск,1,30.2,1,5,1980,380794.70198675495,0.2,46,budget,small,unknown
2-комнатная квартира · 70 м² · 10/14 этаж,44000000,"есильский р-н, кабанбай батыр 48 — ботанический сад",астана,2,70.0,10,14,2017,628571.4285714285,0.7142857142857143,9,high,medium,есильский р-н
3-комнатная квартира · 72 м² · 2/5 этаж,70000000,"бостандыкский р-н, сергея маркова — бульвар бухар жырау",алматы,3,72.0,2,5,1984,972222.2222222222,0.4,42,luxury,large,бостандыкский р-н
2-комнатная квартира · 55 м² · 7/10 этаж,23555555,"18-й мкр , 18 микрорайон 28",актау,2,55.0,7,10,2022,428282.8181818182,0.7,4,mid,medium,unknown
2-комнатная квартира · 55.3 м² · 5/12 этаж,35000000,"алатауский р-н, мкр дарабоз 55",алматы,2,55.3,5,12,2020,632911.3924050634,0.4166666666666667,6,high,medium,алатауский р-н
1-комнатная квартира · 42 м² · 17/18 этаж,32500000,"бостандыкский р-н, егизбаева — розыбакиева сатпаева",алматы,1,42.0,17,18,2014,773809.5238095238,0.9444444444444444,12,high,medium,бостандыкский р-н
1-комнатная квартира · 31 м² · 2/11 этаж,28000000,"медеуский р-н, тянь-шанская 9г",алматы,1,31.0,2,11,2022,903225.8064516129,0.18181818181818182,4,mid,small,медеуский р-н
2-комнатная квартира · 65 м² · 6/7 этаж,55000000,"нура р-н, кыз жибек 36",астана,2,65.0,6,7,2021,846153.8461538461,0.8571428571428571,5,high,medium,нура р-н
1-комнатная квартира · 44 м² · 9/10 этаж,32000000,"ауэзовский р-н, мкр аксай-4, мкр. аксай-4 119 — саина- жубанова",алматы,1,44.0,9,10,2019,727272.7272727273,0.9,7,high,medium,ауэзовский р-н
1-комнатная квартира · 33 м² · 2/12 этаж,22500000,"сарыарка р-н, кенесары стр. 6",астана,1,33.0,2,12,2022,681818.1818181818,0.16666666666666666,4,mid,small,сарыарка р-н
2-комнатная квартира · 44 м² · 3/9 этаж,35000000,"нура р-н, е-36 5 — сыганак",астана,2,44.0,3,9,2025,795454.5454545454,0.3333333333333333,1,high,medium,нура р-н
2-комнатная квартира · 70 м² · 1/6 этаж,37500000,"алатауский р-н, мкр коккайнар, 20-й микрорайон 60",алматы,2,70.0,1,6,2024,535714.2857142857,0.16666666666666666,2,high,medium,алатауский р-н
3-комнатная квартира · 76 м² · 8/9 этаж,50000000,"жетысуский р-н, чаплыгина 1/2 — баженова",алматы,3,76.0,8,9,2015,657894.7368421053,0.8888888888888888,11,high,large,жетысуский р-н
3-комнатная квартира · 91.5 м² · 7/9 этаж,43000000,"есильский р-н, сауран 9б — ул. ханов керея и жанибека",астана,3,91.5,7,9,2005,469945.35519125685,0.7777777777777778,21,high,large,есильский р-н
2-комнатная квартира · 61.2 м² · 4/9 этаж,54500000,"медеуский р-н, мкр думан-2, мкрн думан-2",алматы,2,61.2,4,9,2025,890522.8758169934,0.4444444444444444,1,high,medium,медеуский р-н
2-комнатная квартира · 82 м² · 11/23 этаж,44000000,"алматы р-н, байтурсынова 23/2",астана,2,82.0,11,23,2018,536585.3658536585,0.4782608695652174,8,high,large,алматы р-н
1-комнатная квартира · 38.9 м² · 6/9 этаж,27500000,"наурызбайский р-н, просп. райымбека 590/16",алматы,1,38.9,6,9,2026,706940.8740359897,0.6666666666666666,0,mid,small,наурызбайский р-н
2-комнатная квартира · 57.8 м² · 1/12 этаж,32000000,"алатауский р-н, мкр алгабас, ул. омарова — рядом с мкр. аккент",алматы,2,57.8,1,12,2024,553633.2179930796,0.08333333333333333,2,high,medium,алатауский р-н
1-комнатная квартира · 45 м² · 5/5 этаж,23000000,"алатауский р-н, мкр саялы",алматы,1,45.0,5,5,2016,511111.1111111111,1.0,10,mid,medium,алатауский р-н
3-комнатная квартира · 75.4 м² · 2/4 этаж,56000000,"бостандыкский р-н, радостовца — жандосова",алматы,3,75.4,2,4,1975,742705.5702917771,0.5,51,high,large,бостандыкский р-н
1-комнатная квартира · 38 м² · 9/10 этаж,28500000,"нура р-н, илияс омаров 23",астана,1,38.0,9,10,2018,750000.0,0.9,8,mid,small,нура р-н
2-комнатная квартира · 62.8 м² · 2/8 этаж,45000000,"есильский р-н, кабанбай батыра — mega silkway",астана,2,62.8,2,8,2016,716560.5095541402,0.25,10,high,medium,есильский р-н
2-комнатная квартира · 72 м² · 4/6 этаж,50500000,"медеуский р-н, халиулина 140/10 — возле халык арены",алматы,2,72.0,4,6,2024,701388.8888888889,0.6666666666666666,2,high,large,медеуский р-н
1-комнатная квартира · 45.4 м² · 1/7 этаж,25000000,"алатауский р-н, мкр томирис, проспект рыскулова",алматы,1,45.4,1,7,2025,550660.7929515418,0.14285714285714285,1,mid,medium,алатауский р-н
3-комнатная квартира · 70.4 м² · 11/15 этаж,70000000,"бостандыкский р-н, навои 208/8 — торайгырова  - навои",алматы,3,70.4,11,15,2015,994318.1818181818,0.7333333333333333,11,luxury,large,бостандыкский р-н
2-комнатная квартира · 68.8 м² · 6/6 этаж,41000000,"алатауский р-н, мкр нуркент 27 — ул.момышулы- ул.универсиадная",алматы,2,68.8,6,6,2025,595930.2325581396,1.0,1,high,medium,алатауский р-н
2-комнатная квартира · 70.5 м² · 17/20 этаж,80000000,"бостандыкский р-н, гагарина 310",алматы,2,70.5,17,20,2023,1134751.7730496454,0.85,3,luxury,large,бостандыкский р-н
2-комнатная квартира · 48.5 м² · 3/17 этаж,46000000,"алмалинский р-н, ауэзова — между гоголя и райымбека",алматы,2,48.5,3,17,2025,948453.6082474227,0.17647058823529413,1,high,medium,алмалинский р-н
3-комнатная квартира · 86.3 м² · 3/9 этаж,55000000,"алатауский р-н, мкр нуркент 67 — рыскулова момышулы",алматы,3,86.3,3,9,2018,637311.7033603708,0.3333333333333333,8,high,large,алатауский р-н
2-комнатная квартира · 45.5 м² · 4/5 этаж,36000000,"турксибский р-н, мкр кайрат, тараз 1/1",алматы,2,45.5,4,5,2023,791208.7912087912,0.8,3,high,medium,турксибский р-н
2-комнатная квартира · 70 м² · 10/10 этаж,40500000,"наурызбайский р-н, мкр шугыла, жунисова",алматы,2,70.0,10,10,2019,578571.4285714285,1.0,7,high,medium,наурызбайский р-н
3-комнатная квартира · 91 м² · 4/9 этаж,79900000,"есильский р-н, аль-фараби",астана,3,91.0,4,9,2025,878021.978021978,0.4444444444444444,1,luxury,large,есильский р-н
2-комнатная квартира · 44.7 м² · 3/5 этаж,15200000,мясокомбинат 88/1 — остановка дерево,уральск,2,44.7,3,5,1993,340044.74272930645,0.6,33,mid,medium,unknown
1-комнатная квартира · 40 м² · 1/5 этаж,11000000,нуржау 17 — цон . ровд,им. касыма кайсенова,1,40.0,1,5,1987,275000.0,0.2,39,budget,small,unknown
1-комнатная квартира · 37.4 м² · 7/12 этаж,19000000,"р-н байконур, жубанова 10 — ену",астана,1,37.4,7,12,2016,508021.39037433156,0.5833333333333334,10,mid,small,unknown
3-комнатная квартира · 70 м² · 3/12 этаж,70990000,"бостандыкский р-н, си синхая 17 — жарокова",алматы,3,70.0,3,12,2023,1014142.8571428572,0.25,3,luxury,medium,бостандыкский р-н
2-комнатная квартира · 48 м² · 8/13 этаж,40000000,"ауэзовский р-н, райымбека — тлендиева",алматы,2,48.0,8,13,2024,833333.3333333334,0.6153846153846154,2,high,medium,ауэзовский р-н
1-комнатная квартира · 44.77 м² · 7/12 этаж,29900000,бухар жырау 809 — 809,астана,1,44.77,7,12,2024,667857.9405852132,0.5833333333333334,2,mid,medium,unknown
1-комнатная квартира · 44 м² · 8/9 этаж,23500000,"нура р-н, е 535 2,4,6,6/1 — кургалджино",астана,1,44.0,8,9,2020,534090.9090909091,0.8888888888888888,6,mid,medium,нура р-н
3-комнатная квартира · 86.5 м² · 3/12 этаж,81000000,"медеуский р-н, гоголя 20 — гоголя",алматы,3,86.5,3,12,2015,936416.1849710983,0.25,11,luxury,large,медеуский р-н
2-комнатная квартира · 59.5 м² · 9/10 этаж,33000000,"наурызбайский р-н, мкр шугыла, жунисова 8/9 — алма сити 3",алматы,2,59.5,9,10,2022,554621.8487394959,0.9,4,high,medium,наурызбайский р-н
1-комнатная квартира · 38 м² · 2/7 этаж,20000000,"алматы р-н, аманжол болекпаев 10/1 — байтурсынова-жумабаева",астана,1,38.0,2,7,2019,526315.7894736842,0.2857142857142857,7,mid,small,алматы р-н
1-комнатная квартира · 35 м² · 2/6 этаж,17800000,"сарыарка р-н, бердібек соқпақбаева 23/1 — тлендиева",астана,1,35.0,2,6,2011,508571.4285714286,0.3333333333333333,15,mid,small,сарыарка р-н
2-комнатная квартира · 65.7 м² · 15/16 этаж,34000000,"р-н байконур, иманова 26",астана,2,65.7,15,16,2008,517503.80517503805,0.9375,18,high,medium,unknown
2-комнатная квартира · 78.18 м² · 11/11 этаж,28500000,"сарыарка р-н, кенесары стр. 6 — кенесары - сарыарка",астана,2,78.18,11,11,2022,364543.3614735226,1.0,4,mid,large,сарыарка р-н
1-комнатная квартира · 49.7 м² · 4/5 этаж,16000000,"мкр. алтын орда, мкрн батыс-2 40b — ораза татеулы",актобе,1,49.7,4,5,2020,321931.58953722334,0.8,6,mid,medium,unknown
4-комнатная квартира · 130 м² · 7/7 этаж,168000000,"алматы р-н, шамши калдаяков 2, 2/1, 2/2 — панфилова",астана,4,130.0,7,7,2017,1292307.6923076923,1.0,9,luxury,very_large,алматы р-н
2-комнатная квартира · 63.3 м² · 7/9 этаж,35000000,"алматы р-н, айнаколь 64",астана,2,63.3,7,9,2026,552922.5908372828,0.7777777777777778,0,high,medium,алматы р-н
3-комнатная квартира · 76.4 м² · 1/2 этаж,28000000,"р-н байконур, б. бейсекбаев 21 — сейфуллин",астана,3,76.4,1,2,1989,366492.1465968586,0.5,37,mid,large,unknown
2-комнатная квартира · 58.3 м² · 1/9 этаж,34000000,"есильский р-н, турар рыскулов 16а",астана,2,58.3,1,9,2025,583190.3945111493,0.1111111111111111,1,high,medium,есильский р-н
2-комнатная квартира · 60 м² · 4/9 этаж,26500000,карагайлы 15,семей,2,60.0,4,9,2019,441666.6666666667,0.4444444444444444,7,mid,medium,unknown
3-комнатная квартира · 95 м² · 5/9 этаж,54200000,"есильский р-н, улы дала — между мангилик ел итуркестан",астана,3,95.0,5,9,2013,570526.3157894737,0.5555555555555556,13,high,large,есильский р-н
4-комнатная квартира · 130 м² · 7/7 этаж,168000000,"алматы р-н, шамши калдаяков 2, 2/1, 2/2 — панфилова",астана,4,130.0,7,7,2017,1292307.6923076923,1.0,9,luxury,very_large,алматы р-н
2-комнатная квартира · 50 м² · 9/9 этаж,27000000,"мкр нурсая, абулхайр-хана 69/4, 69/5",атырау,2,50.0,9,9,2024,540000.0,1.0,2,mid,medium,unknown
3-комнатная квартира · 76.8 м² · 4/10 этаж,47000000,"наурызбайский р-н, мкр шугыла, мкр. шугыла",алматы,3,76.8,4,10,2022,611979.1666666667,0.4,4,high,large,наурызбайский р-н
2-комнатная квартира · 110 м² · 10/11 этаж,65000000,"ауэзовский р-н, мкр жетысу-3, мкр. жетысу-3 — проспект абая и саина",алматы,2,110.0,10,11,2010,590909.0909090909,0.9090909090909091,16,luxury,very_large,ауэзовский р-н
2-комнатная квартира · 51.5 м² · 4/6 этаж,41000000,тараз,алматы,2,51.5,4,6,2025,796116.504854369,0.6666666666666666,1,high,medium,unknown
1-комнатная квартира · 41.5 м² · 4/9 этаж,19900000,"алматы р-н, жансугурова 8/3 — трц аружан",астана,1,41.5,4,9,2005,479518.0722891566,0.4444444444444444,21,mid,medium,алматы р-н
1-комнатная квартира · 39 м² · 5/8 этаж,19200000,"сарайшык р-н, ахмет байтурсынулы 39, 39/1, 39/2, 39/3",астана,1,39.0,5,8,2021,492307.6923076923,0.625,5,mid,small,сарайшык р-н
