title,price,region,city,rooms,area_m2,floor,total_floors,year,price_per_m2,floor_ratio,apartment_age,price_category,size_category,district
2-комнатная квартира · 70 м² · 12/12 этаж,63500000,"есильский р-н, турар рыскулов 9",астана,2,70.0,12,12,2026,907142.8571428572,1.0,0,luxury,medium,есильский р-н
3-комнатная квартира · 100 м² · 15/16 этаж,74000000,"бостандыкский р-н, абая 150/230",алматы,3,100.0,15,16,2009,740000.0,0.9375,17,luxury,large,бостандыкский р-н
1-комнатная квартира · 37.5 м² · 7/9 этаж,31499999,"нура р-н, жубан молдагалиев 1",астана,1,37.5,7,9,2024,839999.9733333334,0.7777777777777778,2,high,small,нура р-н
2-комнатная квартира · 54 м² · 3/5 этаж,21000000,караменде би 8,балхаш,2,54.0,3,5,1958,388888.8888888889,0.6,68,mid,medium,unknown
3-комнатная квартира · 91.2 м² · 7/9 этаж,57000000,"есильский р-н, роза багланова 4",астана,3,91.2,7,9,2020,625000.0,0.7777777777777778,6,high,large,есильский р-н
3-комнатная квартира · 58 м² · 2/4 этаж,40000000,"ауэзовский р-н, мкр №6 19 — абая саина",алматы,3,58.0,2,4,1965,689655.1724137932,0.5,61,high,medium,ауэзовский р-н
3-комнатная квартира · 72.3 м² · 14/17 этаж,56000000,"нура р-н, туран 43/6 — туран и сыганак",астана,3,72.3,14,17,2024,774550.4840940526,0.8235294117647058,2,high,large,нура р-н
1-комнатная квартира · 58 м² · 6/9 этаж,22000000,"40-й мкр, 40-а/ш. 2 — централ парк",актау,1,58.0,6,9,2024,379310.3448275862,0.6666666666666666,2,mid,medium,unknown
2-комнатная квартира · 50.2 м² · 7/9 этаж,27500000,мангелик ел,семей,2,50.2,7,9,1977,547808.764940239,0.7777777777777778,49,mid,medium,unknown
3-комнатная квартира · 69 м² · 12/13 этаж,48500000,"нура р-н, е-15 16",астана,3,69.0,12,13,2025,702898.5507246377,0.9230769230769231,1,high,medium,нура р-н
1-комнатная квартира · 48 м² · 16/18 этаж,26000000,"сарыарка р-н, сарыарка 17 — сарыарка-сейфуллина",астана,1,48.0,16,18,2013,541666.6666666666,0.8888888888888888,13,mid,medium,сарыарка р-н
2-комнатная квартира · 56 м² · 9/9 этаж,10000000,5-й мкр 13,актау,2,56.0,9,9,1970,178571.42857142858,1.0,56,budget,medium,unknown
1-комнатная квартира · 38 м² · 5/9 этаж,22500000,"жетысуский р-н, мкр кокжиек, жолымбет 42/5",алматы,1,38.0,5,9,2024,592105.2631578947,0.5555555555555556,2,mid,small,жетысуский р-н
3-комнатная квартира · 140 м² · 16/20 этаж,75000000,"алмалинский р-н, брусиловского 140 — прокофьева шакарим",алматы,3,140.0,16,20,2008,535714.2857142857,0.8,18,luxury,very_large,алмалинский р-н
1-комнатная квартира · 42 м² · 1/10 этаж,18500000,"алматы р-н, кудайбердиулы 17",астана,1,42.0,1,10,2014,440476.1904761905,0.1,12,mid,medium,алматы р-н
2-комнатная квартира · 47 м² · 3/5 этаж,12800000,есенберлина 53 — район дома одежды,жезказган,2,47.0,3,5,1982,272340.42553191487,0.6,44,budget,medium,unknown
2-комнатная квартира · 54 м² · 6/9 этаж,23000000,ак. чокина 29/1 — ак. чокина -м.жусупа,павлодар,2,54.0,6,9,1982,425925.9259259259,0.6666666666666666,44,mid,medium,unknown
1-комнатная квартира · 40.38 м² · 3/9 этаж,19500000,"сарайшык р-н, а102 11/3 — с.шаймерденова",астана,1,40.38,3,9,2026,482912.3328380386,0.3333333333333333,0,mid,medium,сарайшык р-н
3-комнатная квартира · 60.9 м² · 5/5 этаж,27500000,"туран р-н, 3-й микрорайон, 3-й микрорайон 4а",шымкент,3,60.9,5,5,1987,451559.934318555,1.0,39,mid,medium,туран р-н
3-комнатная квартира · 61 м² · 5/5 этаж,24000000,машхур жусупа — угол лермонтова,павлодар,3,61.0,5,5,1977,393442.62295081967,1.0,49,mid,medium,unknown
2-комнатная квартира · 47.1 м² · 3/4 этаж,12000000,гагарина 26 — цум,жезказган,2,47.1,3,4,1967,254777.07006369426,0.75,59,budget,medium,unknown
2-комнатная квартира · 53 м² · 5/9 этаж,26500000,"алматы р-н, кудайбердыулы 25/3",астана,2,53.0,5,9,2011,500000.0,0.5555555555555556,15,mid,medium,алматы р-н
2-комнатная квартира · 79.2 м² · 2/6 этаж,56500000,"ауэзовский р-н, мкр жетысу-2 — ул улугбека, угол саина",алматы,2,79.2,2,6,2013,713383.8383838383,0.3333333333333333,13,high,large,ауэзовский р-н
1-комнатная квартира · 28.33 м² · 9/12 этаж,19000000,"сарайшык р-н, м. тынышбайулы 5",астана,1,28.33,9,12,2025,670667.1373102718,0.75,1,mid,small,сарайшык р-н
3-комнатная квартира · 80.5 м² · 5/9 этаж,41900000,"нура р-н, кайым мухамедханова 28 — пересечение к. мухамедханова-ч. айтматова, казутб",астана,3,80.5,5,9,2021,520496.8944099379,0.5555555555555556,5,high,large,нура р-н
1-комнатная квартира · 48 м² · 5/10 этаж,20000000,"ворушено 26 б — радищева,лесная, амангельды.",павлодар,1,48.0,5,10,2009,416666.6666666667,0.5,17,mid,medium,unknown
5-комнатная квартира · 153 м² · 5/6 этаж,58000000,"мкр 5, тургенева 80б",актобе,5,153.0,5,6,2007,379084.96732026146,0.8333333333333334,19,high,very_large,unknown
1-комнатная квартира · 45.5 м² · 4/17 этаж,30500000,"есильский р-н, туркестан 4б",астана,1,45.5,4,17,2021,670329.6703296703,0.23529411764705882,5,high,medium,есильский р-н
3-комнатная квартира · 59 м² · 7/9 этаж,38500000,"наурызбайский р-н, райымбек",алматы,3,59.0,7,9,2026,652542.3728813559,0.7777777777777778,0,high,medium,наурызбайский р-н
1-комнатная квартира · 37 м² · 9/9 этаж,10500000,абулхаир хана 34 — электрон,актобе,1,37.0,9,9,1986,283783.7837837838,1.0,40,budget,small,unknown
2-комнатная квартира · 72 м² · 2/10 этаж,56300000,"ауэзовский р-н, толе би",алматы,2,72.0,2,10,2022,781944.4444444445,0.2,4,high,large,ауэзовский р-н
2-комнатная квартира · 38.6 м² · 9/9 этаж,22500000,"сарайшык р-н, ахмет байтурсынулы 39/2 — пересеч жумабаева",астана,2,38.6,9,9,2021,582901.5544041451,1.0,5,mid,small,сарайшык р-н
2-комнатная квартира · 45.2 м² · 5/9 этаж,56000000,"алмалинский р-н, сейфуллина",алматы,2,45.2,5,9,2025,1238938.0530973452,0.5555555555555556,1,high,medium,алмалинский р-н
1-комнатная квартира · 38.3 м² · 8/14 этаж,34900000,"есильский р-н, бокейханова 52 — мангилик ел/ рыскулова",астана,1,38.3,8,14,2020,911227.1540469974,0.5714285714285714,6,high,small,есильский р-н
3-комнатная квартира · 94.3 м² · 7/13 этаж,73000000,"красный кордон, ул. алаша козбагарова 5а",семей,3,94.3,7,13,2021,774125.1325556734,0.5384615384615384,5,luxury,large,unknown
1-комнатная квартира · 29 м² · 2/5 этаж,9500000,республики — за акиматом,косшы,1,29.0,2,5,2021,327586.2068965517,0.4,5,budget,small,unknown
1-комнатная квартира · 36.4 м² · 10/10 этаж,20020000,каныша сатпаева 82/9,усть-каменогорск,1,36.4,10,10,2026,550000.0,1.0,0,mid,small,unknown
2-комнатная квартира · 60 м² · 1/5 этаж,29500000,"есильский р-н, е495 52",астана,2,60.0,1,5,2018,491666.6666666667,0.2,8,mid,medium,есильский р-н
1-комнатная квартира · 42 м² · 12/16 этаж,25500000,"нура р-н, сыганак 6 — култегин",астана,1,42.0,12,16,2017,607142.8571428572,0.75,9,mid,medium,нура р-н
3-комнатная квартира · 60 м² · 4/4 этаж,38500000,"ауэзовский р-н, мкр №10",алматы,3,60.0,4,4,1967,641666.6666666666,1.0,59,high,medium,ауэзовский р-н
1-комнатная квартира · 42 м² · 4/6 этаж,32500000,"есильский р-н, улы дала 58 — сауран",астана,1,42.0,4,6,2017,773809.5238095238,0.6666666666666666,9,high,medium,есильский р-н
2-комнатная квартира · 53.3 м² · 7/22 этаж,51000000,"есильский р-н, туран 41/1",астана,2,53.3,7,22,2022,956848.0300187618,0.3181818181818182,4,high,medium,есильский р-н
4-комнатная квартира · 140 м² · 7/9 этаж,130000000,"нура р-н, туран 43 b",астана,4,140.0,7,9,2024,928571.4285714285,0.7777777777777778,2,luxury,very_large,нура р-н
3-комнатная квартира · 67.2 м² · 5/9 этаж,40000000,"алматы р-н, шамши калдаяков 21",астана,3,67.2,5,9,2023,595238.0952380953,0.5555555555555556,3,high,medium,алматы р-н
3-комнатная квартира · 63.5 м² · 4/7 этаж,30900000,"алатауский р-н, мкр томирис, рыскулова — тлендиева",алматы,3,63.5,4,7,2025,486614.17322834645,0.5714285714285714,1,high,medium,алатауский р-н
2-комнатная квартира · 61 м² · 1/9 этаж,27000000,"сарыарка р-н, женис 45/3",астана,2,61.0,1,9,2013,442622.95081967214,0.1111111111111111,13,mid,medium,сарыарка р-н
3-комнатная квартира · 92 м² · 4/6 этаж,40000000,"аль-фарабийский р-н, турысова 1/12",шымкент,3,92.0,4,6,2023,434782.60869565216,0.6666666666666666,3,high,large,аль-фарабийский р-н
1-комнатная квартира · 40.4 м² · 5/9 этаж,25500000,"сарайшык р-н, ул. ахмета байтурсынова 14/2",астана,1,40.4,5,9,2023,631188.1188118812,0.5555555555555556,3,mid,medium,сарайшык р-н
2-комнатная квартира · 50.1 м² · 10/12 этаж,27500000,"есильский р-н, улы дала",астана,2,50.1,10,12,2022,548902.1956087825,0.8333333333333334,4,mid,medium,есильский р-н
1-комнатная квартира · 44.8 м² · 9/9 этаж,24500000,"алматы р-н, кордай 85",астана,1,44.8,9,9,2018,546875.0,1.0,8,mid,medium,алматы р-н
1-комнатная квартира · 37 м² · 9/13 этаж,20990000,"сарыарка р-н, московская 3 — богенбай батыра",астана,1,37.0,9,13,2022,567297.2972972973,0.6923076923076923,4,mid,small,сарыарка р-н
1-комнатная квартира · 38 м² · 5/9 этаж,23200000,"есильский р-н, аль-фараби 30 — улы дала",астана,1,38.0,5,9,2018,610526.3157894737,0.5555555555555556,8,mid,small,есильский р-н
3-комнатная квартира · 127 м² · 7/8 этаж,195000072,"бостандыкский р-н, радостовца 333а — ескараева",алматы,3,127.0,7,8,2021,1535433.6377952755,0.875,5,luxury,very_large,бостандыкский р-н
2-комнатная квартира · 55 м² · 6/9 этаж,48000000,"сарайшык р-н, райымбек батыр 2",астана,2,55.0,6,9,2025,872727.2727272727,0.6666666666666666,1,high,medium,сарайшык р-н
2-комнатная квартира · 45 м² · 12/13 этаж,38000000,"алмалинский р-н, муратбаева 46 — муратбаева  макатаева",алматы,2,45.0,12,13,2025,844444.4444444445,0.9230769230769231,1,high,medium,алмалинский р-н
3-комнатная квартира · 90 м² · 1/7 этаж,70000000,"театральная — микрорайон: 15-й. ориентир: за площадью мухтара ауэзова (район кинотеатра «океан», центр левого берега).",семей,3,90.0,1,7,2020,777777.7777777778,0.14285714285714285,6,luxury,large,unknown
2-комнатная квартира · 69 м² · 6/12 этаж,49000000,жошы хан 13 — 809,астана,2,69.0,6,12,2024,710144.9275362319,0.5,2,high,medium,unknown
2-комнатная квартира · 41 м² · 6/12 этаж,31800000,"сарайшык р-н, нажимеденов 30/1",астана,2,41.0,6,12,2025,775609.756097561,0.5,1,high,medium,сарайшык р-н
3-комнатная квартира · 117 м² · 5/8 этаж,110000000,"бостандыкский р-н, мкр ерменсай, арайлы 12",алматы,3,117.0,5,8,2019,940170.9401709401,0.625,7,luxury,very_large,бостандыкский р-н
2-комнатная квартира · 43 м² · 4/9 этаж,30500000,"сарайшык р-н, нажимиденова",астана,2,43.0,4,9,2023,709302.3255813953,0.4444444444444444,3,high,medium,сарайшык р-н
3-комнатная квартира · 70.3 м² · 4/12 этаж,45000000,"алатауский р-н, мкр алгабас, омарова 1",алматы,3,70.3,4,12,2024,640113.7980085348,0.3333333333333333,2,high,large,алатауский р-н
3-комнатная квартира · 90 м² · 6/12 этаж,68000000,байтурсынова 30,астана,3,90.0,6,12,2024,755555.5555555555,0.5,2,luxury,large,unknown
4-комнатная квартира · 110 м² · 6/6 этаж,37000000,гарышкерлер 15а,жезказган,4,110.0,6,6,2000,336363.63636363635,1.0,26,high,very_large,unknown
2-комнатная квартира · 60.2 м² · 4/5 этаж,25500000,желтоксан 3а,шымкент,2,60.2,4,5,1984,423588.0398671096,0.8,42,mid,medium,unknown
2-комнатная квартира · 58.5 м² · 7/9 этаж,34000000,"наурызбайский р-н, мкр шугыла — шикарный вид на горы",алматы,2,58.5,7,9,2025,581196.5811965812,0.7777777777777778,1,high,medium,наурызбайский р-н
1-комнатная квартира · 34 м² · 9/9 этаж,13000000,"мкр северо-восток, мкр северо-восток 2 37",уральск,1,34.0,9,9,1987,382352.9411764706,1.0,39,budget,small,unknown
3-комнатная квартира · 68.9 м² · 6/6 этаж,35500000,"алматы р-н, мусрепова 12",астана,3,68.9,6,6,1994,515239.4775036284,1.0,32,high,medium,алматы р-н
2-комнатная квартира · 57 м² · 5/16 этаж,48000000,"есильский р-н, е-10 15 — е-305",астана,2,57.0,5,16,2022,842105.2631578947,0.3125,4,high,medium,есильский р-н
1-комнатная квартира · 48.39 м² · 5/9 этаж,24800000,"турксибский р-н, мкр кайрат, сыбызғы 100",алматы,1,48.39,5,9,2026,512502.5831783426,0.5555555555555556,0,mid,medium,турксибский р-н
3-комнатная квартира · 70 м² · 3/5 этаж,38000000,жунисалиева,тараз,3,70.0,3,5,1990,542857.1428571428,0.6,36,high,medium,unknown
1-комнатная квартира · 40 м² · 1/9 этаж,18500000,байтурсынова 65,семей,1,40.0,1,9,2020,462500.0,0.1111111111111111,6,mid,small,unknown
2-комнатная квартира · 54.1 м² · 4/6 этаж,14700000,32а мкр 20,актау,2,54.1,4,6,2016,271719.0388170055,0.6666666666666666,10,budget,medium,unknown
2-комнатная квартира · 38 м² · 5/10 этаж,22500000,"сарыарка р-н, караменди шакаулы 11/1",астана,2,38.0,5,10,2024,592105.2631578947,0.5,2,mid,small,сарыарка р-н
2-комнатная квартира · 62.3 м² · 2/6 этаж,31150000,естай 159,бесагаш,2,62.3,2,6,2026,500000.0,0.3333333333333333,0,high,medium,unknown
3-комнатная квартира · 73.2 м² · 5/6 этаж,32208000,алатауская трасса 1,туздыбастау (калинино),3,73.2,5,6,2026,440000.0,0.8333333333333334,0,high,large,unknown
2-комнатная квартира · 95.91 м² · 2/5 этаж,32000000,"мкр нурсая-3, абулхаир хана 46/2",атырау,2,95.91,2,5,2023,333646.12657699926,0.4,3,high,large,unknown
2-комнатная квартира · 63.1 м² · 7/13 этаж,45000000,"турксибский р-н, майлина 54",алматы,2,63.1,7,13,2016,713153.7242472266,0.5384615384615384,10,high,medium,турксибский р-н
1-комнатная квартира · 30.8 м² · 1/5 этаж,30000000,"бостандыкский р-н, туркебаева 246 — мынбаева",алматы,1,30.8,1,5,1981,974025.974025974,0.2,45,mid,small,бостандыкский р-н
3-комнатная квартира · 62 м² · 1/5 этаж,18500000,маншук маметовой 71 — энергетиков,экибастуз,3,62.0,1,5,1987,298387.0967741936,0.2,39,mid,medium,unknown
4-комнатная квартира · 110 м² · 10/16 этаж,64900000,"есильский р-н, аль фараби 44/1 — проспект улы дала",астана,4,110.0,10,16,2022,590000.0,0.625,4,luxury,very_large,есильский р-н
1-комнатная квартира · 39 м² · 8/23 этаж,21000000,"нура р-н, чингиз айтматов — сыганак",астана,1,39.0,8,23,2021,538461.5384615385,0.34782608695652173,5,mid,small,нура р-н
5-комнатная квартира · 187 м² · 21/30 этаж,150000000,"сарайшык р-н, кошкарбаева 2 — магнум",астана,5,187.0,21,30,2013,802139.0374331551,0.7,13,luxury,very_large,сарайшык р-н
3-комнатная квартира · 93 м² · 4/9 этаж,67000000,"есильский р-н, мкр комсомольский, туран — анвар",астана,3,93.0,4,9,2022,720430.1075268817,0.4444444444444444,4,luxury,large,есильский р-н
3-комнатная квартира · 125 м² · 5/9 этаж,125000000,"алматы р-н, анатолий храпатый 7/1 — анатолий храпатый",астана,3,125.0,5,9,2015,1000000.0,0.5555555555555556,11,luxury,very_large,алматы р-н
2-комнатная квартира · 58.9 м² · 6/9 этаж,33000000,"есильский р-н, ул.керей жанибек хандары 9",астана,2,58.9,6,9,2007,560271.6468590832,0.6666666666666666,19,high,medium,есильский р-н
1-комнатная квартира · 50.6 м² · 4/10 этаж,37000000,"ауэзовский р-н, мкр мамыр, афцинао 4/1",алматы,1,50.6,4,10,2018,731225.2964426877,0.4,8,high,medium,ауэзовский р-н
4-комнатная квартира · 112 м² · 3/3 этаж,146500000,"медеуский р-н, керей-жанибек хандар 470а",алматы,4,112.0,3,3,1983,1308035.7142857143,1.0,43,luxury,very_large,медеуский р-н
3-комнатная квартира · 70 м² · 4/9 этаж,23000000,гвардейская 9 — вокзал жд,уральск,3,70.0,4,9,1994,328571.4285714286,0.4444444444444444,32,mid,medium,unknown
2-комнатная квартира · 44.5 м² · 2/7 этаж,34000000,алатауская трасса — наурыз проходит!,бесагаш,2,44.5,2,7,2025,764044.9438202247,0.2857142857142857,1,high,medium,unknown
2-комнатная квартира · 41.4 м² · 12/16 этаж,33500000,абикена бектурова — центр материнства и детства,астана,2,41.4,12,16,2024,809178.7439613527,0.75,2,high,medium,unknown
2-комнатная квартира · 65.1 м² · 2/13 этаж,50000000,"бостандыкский р-н, утепова 31",алматы,2,65.1,2,13,2023,768049.1551459294,0.15384615384615385,3,high,medium,бостандыкский р-н
2-комнатная квартира · 38 м² · 10/10 этаж,20000000,"абайский р-н, куаныша толеметова 50/6",шымкент,2,38.0,10,10,2024,526315.7894736842,1.0,2,mid,small,абайский р-н
1-комнатная квартира · 45.1 м² · 1/4 этаж,22700000,"наурызбайский р-н, мкр акжар, береке 7 — выше жандосовской трассы",алматы,1,45.1,1,4,2026,503325.94235033257,0.25,0,mid,medium,наурызбайский р-н
4-комнатная квартира · 86 м² · 6/9 этаж,36500000,шакарима 15 — дом радиотехники,семей,4,86.0,6,9,1990,424418.6046511628,0.6666666666666666,36,high,large,unknown
3-комнатная квартира · 60 м² · 3/9 этаж,38000000,"нура р-н, туран 55\13 — орынбор",астана,3,60.0,3,9,2023,633333.3333333334,0.3333333333333333,3,high,medium,нура р-н
5-комнатная квартира · 170 м² · 10/12 этаж,55000000,16-й мкр  49,актау,5,170.0,10,12,2019,323529.4117647059,0.8333333333333334,7,high,very_large,unknown
4-комнатная квартира · 88 м² · 1/9 этаж,78000000,"наурызбайский р-н, аскарова асанбая 21/20",алматы,4,88.0,1,9,2015,886363.6363636364,0.1111111111111111,11,luxury,large,наурызбайский р-н
2-комнатная квартира · 48 м² · 1/5 этаж,10000000,казахстанская 122,шахтинск,2,48.0,1,5,1984,208333.33333333334,0.2,42,budget,medium,unknown
2-комнатная квартира · 75 м² · 9/12 этаж,42000000,"каратауский р-н, мкр нурсат 2 17",шымкент,2,75.0,9,12,2018,560000.0,0.75,8,high,large,каратауский р-н
2-комнатная квартира · 49 м² · 6/7 этаж,33000000,"алатауский р-н, касыма шарипова 206/7",алматы,2,49.0,6,7,2024,673469.387755102,0.8571428571428571,2,high,medium,алатауский р-н
1-комнатная квартира · 38 м² · 5/10 этаж,29000000,"ауэзовский р-н, мкр аксай-1 11/9 — саина райымбека",алматы,1,38.0,5,10,2018,763157.8947368421,0.5,8,mid,small,ауэзовский р-н
2-комнатная квартира · 57.1 м² · 5/9 этаж,33900000,"нура р-н, култегин 2",астана,2,57.1,5,9,2024,593695.2714535901,0.5555555555555556,2,high,medium,нура р-н
2-комнатная квартира · 63 м² · 4/12 этаж,39600000,"нура р-н, е-36",астана,2,63.0,4,12,2025,628571.4285714285,0.3333333333333333,1,high,medium,нура р-н
1-комнатная квартира · 39 м² · 6/10 этаж,27800000,"есильский р-н, култегин 15 — сыганак",астана,1,39.0,6,10,2022,712820.5128205129,0.6,4,mid,small,есильский р-н
2-комнатная квартира · 54 м² · 8/9 этаж,38000000,"алмалинский р-н, мкр тастак-3 — розыбакиева",алматы,2,54.0,8,9,1990,703703.7037037037,0.8888888888888888,36,high,medium,алмалинский р-н
2-комнатная квартира · 76 м² · 13/16 этаж,71000000,"алмалинский р-н, масанчи 23",алматы,2,76.0,13,16,2015,934210.5263157894,0.8125,11,luxury,large,алмалинский р-н
2-комнатная квартира · 63 м² · 3/33 этаж,81000000,аль-фараби,алматы,2,63.0,3,33,2024,1285714.2857142857,0.09090909090909091,2,luxury,medium,unknown
4-комнатная квартира · 128.2 м² · 8/9 этаж,95000000,"нура р-н, кайым мухамедханов 21/2",астана,4,128.2,8,9,2021,741029.6411856475,0.8888888888888888,5,luxury,very_large,нура р-н
2-комнатная квартира · 60 м² · 7/14 этаж,51900000,"нура р-н, сыганак 28 — самая выгодная цена в этом жк!",астана,2,60.0,7,14,2025,865000.0,0.5,1,high,medium,нура р-н
4-комнатная квартира · 151.73 м² · 7/8 этаж,244000000,"алматы р-н, тасшокы, 4​ 4",астана,4,151.73,7,8,2025,1608119.6862848483,0.875,1,luxury,very_large,алматы р-н
3-комнатная квартира · 71.6 м² · 6/6 этаж,27000000,ломова 181/3 2 подъезд,павлодар,3,71.6,6,6,1994,377094.9720670391,1.0,32,mid,large,unknown
2-комнатная квартира · 42 м² · 5/9 этаж,22500000,"нура р-н, е 652 18 — рядом будет новый мега!",астана,2,42.0,5,9,2025,535714.2857142857,0.5555555555555556,1,mid,medium,нура р-н
2-комнатная квартира · 55.2 м² · 4/9 этаж,36000000,"есильский р-н, сауран 12/2",астана,2,55.2,4,9,2013,652173.9130434783,0.4444444444444444,13,high,medium,есильский р-н
3-комнатная квартира · 95.7 м² · 10/10 этаж,35000000,"мкр. алтын орда, с.байшева 7а",актобе,3,95.7,10,10,2017,365726.2277951933,1.0,9,high,large,unknown
3-комнатная квартира · 140 м² · 1/1 этаж,125000000,торайгырова 1 /4кор — мира,павлодар,3,140.0,1,1,2024,892857.1428571428,1.0,2,luxury,very_large,unknown
2-комнатная квартира · 63 м² · 2/5 этаж,42000000,"медеуский р-н, мкр думан-2",алматы,2,63.0,2,5,2020,666666.6666666666,0.4,6,high,medium,медеуский р-н
3-комнатная квартира · 76.3 м² · 4/9 этаж,31500000,"алихана бокейханова р-н, ​067-й учетный квартал 1",караганда,3,76.3,4,9,2026,412844.0366972477,0.4444444444444444,0,high,large,алихана бокейханова р-н
4-комнатная квартира · 76.8 м² · 8/9 этаж,26400000,"казыбек би р-н, мкр юго-восток, мкр юго-восток, мкр гульдер 2 19 — таттимбета",караганда,4,76.8,8,9,1991,343750.0,0.8888888888888888,35,mid,large,казыбек би р-н
2-комнатная квартира · 43 м² · 2/2 этаж,22000000,"турксибский р-н, шолохова — сауранбаева",алматы,2,43.0,2,2,1958,511627.9069767442,1.0,68,mid,medium,турксибский р-н
3-комнатная квартира · 69 м² · 6/16 этаж,62999990,"алматы р-н, тауелсиздик 40",астана,3,69.0,6,16,2024,913043.3333333334,0.375,2,luxury,medium,алматы р-н
3-комнатная квартира · 59 м² · 5/5 этаж,30000000,"алатауский р-н, мкр коккайнар, аркалық 45 — саина - вдоль бака",алматы,3,59.0,5,5,2017,508474.57627118647,1.0,9,mid,medium,алатауский р-н
4-комнатная квартира · 73.8 м² · 3/7 этаж,36500000,"нура р-н, е 15",астана,4,73.8,3,7,2023,494579.945799458,0.42857142857142855,3,high,large,нура р-н
2-комнатная квартира · 40.5 м² · 6/9 этаж,29000000,"алатауский р-н, мкр аккент 23 — около школы 181",алматы,2,40.5,6,9,2010,716049.3827160494,0.6666666666666666,16,mid,medium,алатауский р-н
2-комнатная квартира · 53 м² · 8/17 этаж,45000000,"нура р-н, туран 43/5",астана,2,53.0,8,17,2024,849056.6037735849,0.47058823529411764,2,high,medium,нура р-н
1-комнатная квартира · 30 м² · 3/5 этаж,8500000,2микрорайонкаратау 20,тараз,1,30.0,3,5,1970,283333.3333333333,0.6,56,budget,small,unknown
2-комнатная квартира · 45.7 м² · 2/5 этаж,23100000,славского 28б,усть-каменогорск,2,45.7,2,5,1969,505470.45951859956,0.4,57,mid,medium,unknown
4-комнатная квартира · 85.3 м² · 3/4 этаж,18000000,донентаева 28,аксу,4,85.3,3,4,1991,211019.92966002345,0.75,35,mid,large,unknown
2-комнатная квартира · 54 м² · 1/12 этаж,35000000,"жетысуский р-н, райымбека 259 — розыбакиева",алматы,2,54.0,1,12,2022,648148.1481481482,0.08333333333333333,4,high,medium,жетысуский р-н
2-комнатная квартира · 52.9 м² · 9/9 этаж,38000000,"алмалинский р-н, мкр тастак-2 — дуйсенова - лихачева",алматы,2,52.9,9,9,1986,718336.483931947,1.0,40,high,medium,алмалинский р-н
2-комнатная квартира · 46.8 м² · 4/9 этаж,68000000,"ауэзовский р-н, жандосова — жандосова- алтынсарина (правды)",алматы,2,46.8,4,9,2025,1452991.452991453,0.4444444444444444,1,luxury,medium,ауэзовский р-н
2-комнатная квартира · 52 м² · 7/9 этаж,15700000,8 микрорайон,темиртау,2,52.0,7,9,1986,301923.07692307694,0.7777777777777778,40,mid,medium,unknown
2-комнатная квартира · 48.4 м² · 2/18 этаж,24000000,"сарыарка р-н, степана кубрина 23/1 — кубрина-проспект  сараарка",астана,2,48.4,2,18,2010,495867.76859504136,0.1111111111111111,16,mid,medium,сарыарка р-н
3-комнатная квартира · 73 м² · 9/9 этаж,22000000,абая 108 — city center,уральск,3,73.0,9,9,1990,301369.8630136986,1.0,36,mid,large,unknown
3-комнатная квартира · 75 м² · 3/5 этаж,48000000,"алатауский р-н, мкр саялы",алматы,3,75.0,3,5,2018,640000.0,0.6,8,high,large,алатауский р-н
1-комнатная квартира · 31.6 м² · 1/5 этаж,13400000,глинки 54,семей,1,31.6,1,5,1976,424050.6329113924,0.2,50,budget,small,unknown
3-комнатная квартира · 167 м² · 7/22 этаж,128000000,"медеуский р-н, достык — жолдасбекова",алматы,3,167.0,7,22,2008,766467.0658682635,0.3181818181818182,18,luxury,very_large,медеуский р-н
3-комнатная квартира · 65 м² · 6/12 этаж,49800000,"нура р-н, айтматова 77/9",астана,3,65.0,6,12,2025,766153.8461538461,0.5,1,high,medium,нура р-н
2-комнатная квартира · 70.28 м² · 11/12 этаж,63500000,"есильский р-н, турар рыскулов 22",астана,2,70.28,11,12,2025,903528.7421741604,0.9166666666666666,1,luxury,large,есильский р-н
3-комнатная квартира · 84 м² · 5/5 этаж,35000000,"талгарский р-н, талгар, карасай батыра 54 — автобаза, почта",25 апр.,3,84.0,5,5,1994,416666.6666666667,1.0,32,high,large,талгарский р-н
2-комнатная квартира · 46.7 м² · 3/5 этаж,22500000,"сарыарка р-н, республика 48/1 — богенбая",астана,2,46.7,3,5,1980,481798.7152034261,0.6,46,mid,medium,сарыарка р-н
2-комнатная квартира · 79 м² · 6/10 этаж,59000000,"наурызбайский р-н, мкр каргалы, кенесары хана",алматы,2,79.0,6,10,2014,746835.4430379746,0.6,12,high,large,наурызбайский р-н
3-комнатная квартира · 75 м² · 2/5 этаж,28000000,байзак батыра 219,тараз,3,75.0,2,5,1978,373333.3333333333,0.4,48,mid,large,unknown
2-комнатная квартира · 45 м² · 3/9 этаж,29900000,"алматы р-н, нажимеденова 5/1 — жумекен нажимеденова - кенена азербаева",астана,2,45.0,3,9,2024,664444.4444444445,0.3333333333333333,2,mid,medium,алматы р-н
1-комнатная квартира · 42.55 м² · 5/17 этаж,27000000,"нура р-н, e75 13 — квартира с ремонтом!!! ключи на руках",астана,1,42.55,5,17,2026,634547.5910693302,0.29411764705882354,0,mid,medium,нура р-н
4-комнатная квартира · 116 м² · 11/16 этаж,95000000,"алмалинский р-н, масанчи 23/11 — гоголя",алматы,4,116.0,11,16,2015,818965.5172413794,0.6875,11,luxury,very_large,алмалинский р-н
