id,title,price,region,city,rooms,area_m2,floor,total_floors,year
761542994,2-комнатная квартира · 70 м² · 4/4 этаж,10 500 000〒,Ерубаев.С 12 — Халық Банк,Туркестан,2,70.0,4.0,4.0,2000.0
1011435999,1-комнатная квартира · 32 м² · 2/3 этаж,30 500 000〒,"Бостандыкский р-н, ул. Малика Габдуллина 90",Алматы,1,32.0,2.0,3.0,1960.0
1011564844,2-комнатная квартира · 56.2 м² · 10/10 этаж,28 100 000〒,Каныша Сатпаева 82/9,Усть-Каменогорск,2,56.2,10.0,10.0,2025.0
682215633,3-комнатная квартира · 79 м² · 9/9 этаж,27 000 000〒,"мкр Береке, Мкр. Береке 32",Атырау,3,79.0,9.0,9.0,2019.0
1011053613,2-комнатная квартира · 47.5 м² · 2/10 этаж,53 000 000〒,"Алмалинский р-н, Карасай батыра 119 — Карасай батыра / Шарипова, горячее предложение",Алматы,2,47.5,2.0,10.0,2021.0
1011091833,3-комнатная квартира · 129 м² · 10/16 этаж,48 000 000〒,"Наурызбайский р-н, мкр Шугыла, Жуалы",Алматы,3,129.0,10.0,16.0,2013.0
1007082260,4-комнатная квартира · 84 м² · 2/5 этаж,65 000 000〒,"Ауэзовский р-н, мкр Аксай-3А — Кар Сити. ТРЦ Азия парк",Алматы,4,84.0,2.0,5.0,1989.0
1001464112,2-комнатная квартира · 54 м² · 7/9 этаж,19 500 000〒,5 микрорайон 1,Аксай,2,54.0,7.0,9.0,1991.0
1011547009,1-комнатная квартира · 33 м² · 5/5 этаж,14 000 000〒,Назарбаева 89/3 — Электротовары,Усть-Каменогорск,1,33.0,5.0,5.0,1985.0
1010881013,3-комнатная квартира · 78 м² · 3/5 этаж,45 000 000〒,"Турксибский р-н, мкр Жулдыз-2 40",Алматы,3,78.0,3.0,5.0,1993.0
1009613063,2-комнатная квартира · 50.4 м² · 3/5 этаж,29 000 000〒,"Наурызбайский р-н, мкр Каргалы, Редько 6",Алматы,2,50.4,3.0,5.0,1970.0
1011414974,3-комнатная квартира · 160 м² · 9/11 этаж,69 000 000〒,17-й мкр 18,Актау,3,160.0,9.0,11.0,2015.0
762319268,2-комнатная квартира · 63.9 м² · 4/12 этаж,49 000 000〒,"Алмалинский р-н, Толе би 273/5",Алматы,2,63.9,4.0,12.0,2016.0
1006889228,3-комнатная квартира · 80.9 м² · 2/2 этаж,16 000 000〒,Ауэзова 17а,Абай,3,80.9,2.0,2.0,1958.0
1009499664,2-комнатная квартира · 52.9 м² · 10/10 этаж,16 663 500〒,Наурызбай батыра 137 — Дулатова,Кокшетау,2,52.9,10.0,10.0,2022.0
1008347730,2-комнатная квартира · 56 м² · 11/13 этаж,45 000 000〒,"Абайский р-н, Байдибек би стр. 127/7",Шымкент,2,56.0,11.0,13.0,2024.0
1011042091,1-комнатная квартира · 42.5 м² · 1/5 этаж,19 900 000〒,"Есильский р-н, Е495 52",Астана,1,42.5,1.0,5.0,2018.0
1003693837,3-комнатная квартира · 116 м² · 1/5 этаж,45 000 000〒,Канцева 4 — Район Драмтеатра,Атырау,3,116.0,1.0,5.0,2004.0
1009500122,3-комнатная квартира · 68.1 м² · 10/10 этаж,21 451 500〒,Наурызбай батыра 137 — Дулатова,Кокшетау,3,68.1,10.0,10.0,2022.0
1009376369,2-комнатная квартира · 70 м² · 13/15 этаж,45 000 000〒,"Абайский р-н, мкр Акжайык, Сырым батыра 99/3",Шымкент,2,70.0,13.0,15.0,2022.0
1011611206,4-комнатная квартира · 114.8 м² · 16/18 этаж,81 002 880〒,"Нура р-н, Туран 39 — БЕЗ КОМИССИИ / ВИД НА ТРИУМФ АСТАНЫ / СДАННЫЙ ДОМ / БИЗНЕС КЛАСС",Астана,4,114.8,16.0,18.0,2025.0
1009897905,4-комнатная квартира · 74 м² · 4/10 этаж,40 000 000〒,Жамакаева 77,Семей,4,74.0,4.0,10.0,1992.0
1011177191,4-комнатная квартира · 140 м² · 2/6 этаж,44 000 000〒,34-й мкр 11,Актау,4,140.0,2.0,6.0,2018.0
1011362169,2-комнатная квартира · 52 м² · 2/9 этаж,26 700 000〒,Академика Чокина 24,Павлодар,2,52.0,2.0,9.0,1986.0
1011379393,4-комнатная квартира · 78 м² · 2/2 этаж,17 000 000〒,"2-я Уездная 4 в, кв 7 — За линией жд.вокзал 5 мин от дома",Тараз,4,78.0,2.0,2.0,1991.0
1011092147,2-комнатная квартира · 65 м² · 5/6 этаж,18 000 000〒,мкр. Алтын орда — Ораз татеулы,Актобе,2,65.0,5.0,6.0,2026.0
1007805682,2-комнатная квартира · 53 м² · 8/9 этаж,41 100 000〒,"Нура р-н, Е 103 5",Астана,2,53.0,8.0,9.0,2025.0
1005570133,4-комнатная квартира · 175.4 м² · 8/10 этаж,72 000 000〒,Нажимеденова 16Г,Астана,4,175.4,8.0,10.0,2019.0
1011662082,3-комнатная квартира · 62 м² · 4/5 этаж,11 000 000〒,Космонавтов 5,Приозёрск,3,62.0,4.0,5.0,1978.0
1011373501,3-комнатная квартира · 124 м² · 7/14 этаж,79 500 000〒,"Сарайшык р-н, Шамши Калдаяков 16 — В районе Хазрет Султан",Астана,3,124.0,7.0,14.0,2025.0
1011165380,3-комнатная квартира · 96 м² · 4/16 этаж,86 000 000〒,"Бостандыкский р-н, Сатпаева",Алматы,3,96.0,4.0,16.0,2020.0
1010382901,2-комнатная квартира · 74 м² · 13/13 этаж,59 000 000〒,"Алмалинский р-н, Толе би — Гагарина",Алматы,2,74.0,13.0,13.0,2024.0
1008800104,2-комнатная квартира · 55.67 м² · 5/6 этаж,27 200 000〒,"Турксибский р-н, мкр Кайрат 377",Алматы,2,55.67,5.0,6.0,2026.0
698720350,2-комнатная квартира · 64.15 м² · 5/6 этаж,47 000 000〒,"Турксибский р-н, мкр Кайрат, Тараз 8/7",Алматы,2,64.15,5.0,6.0,2025.0
691717315,2-комнатная квартира · 77 м² · 20/20 этаж,70 000 000〒,"Бостандыкский р-н, Гагарина 310 — Бизнес блок-витражные окны",Алматы,2,77.0,20.0,20.0,2023.0
1010497225,1-комнатная квартира · 24 м² · 6/12 этаж,12 900 000〒,"Алматы р-н, Циолковского 1/1",Астана,1,24.0,6.0,12.0,2007.0
1011266536,2-комнатная квартира · 68 м²,66 000 000〒,"Каратауский р-н, Нурсултана Назарбаева 1",Шымкент,2,68.0,,,2025.0
1009030158,2-комнатная квартира · 55 м² · 3/5 этаж,34 000 000〒,"Алатауский р-н, мкр Коккайнар, 20-й микр жк  Камила — Новая Саина  Жк Камила  выше мкр Саялы",Алматы,2,55.0,3.0,5.0,2024.0
1008543692,1-комнатная квартира · 46.2 м² · 4/9 этаж,29 000 000〒,"Наурызбайский р-н, мкр Шугыла 19 — Пр Алатау уг Абая /Наурызбайский  Акимат",Алматы,1,46.2,4.0,9.0,2020.0
1008352254,2-комнатная квартира · 57 м² · 2/10 этаж,50 500 000〒,"Ауэзовский р-н, Толе би 285/8 к4",Алматы,2,57.0,2.0,10.0,2021.0
1008273478,1-комнатная квартира · 38.8 м² · 2/12 этаж,29 000 000〒,"Алатауский р-н, мкр Акбулак, 1-я улица — На против Алматы Арена",Алматы,1,38.8,2.0,12.0,2017.0
1006293580,3-комнатная квартира · 123 м² · 7/8 этаж,127 000 000〒,"Медеуский р-н, мкр Юбилейный, Омарова 37 — Квартира с панорамным видом на горы и город",Алматы,3,123.0,7.0,8.0,2013.0
1010327831,3-комнатная квартира · 108 м² · 20/21 этаж,125 000 000〒,Сыганак 52/1 1,Астана,3,108.0,20.0,21.0,2022.0
1003687943,1-комнатная квартира · 36.75 м² · 3/9 этаж,17 400 000〒,"Нура р-н, E125 14 — Коргалжинская шоссе",Астана,1,36.75,3.0,9.0,2025.0
695339845,2-комнатная квартира · 50 м² · 9/9 этаж,17 500 000〒,"Казыбек би р-н, мкр Юго-Восток, Мкр Юго-Восток, мкр Орбита 39",Караганда,2,50.0,9.0,9.0,1983.0
1011435976,1-комнатная квартира · 30 м² · 3/5 этаж,12 500 000〒,Айманова 11,Павлодар,1,30.0,3.0,5.0,1970.0
1011190634,1-комнатная квартира · 46 м² · 7/16 этаж,20 900 000〒,"Сарыарка р-н, Тлендиева 44",Астана,1,46.0,7.0,16.0,2020.0
1011444011,2-комнатная квартира · 39.15 м² · 11/12 этаж,21 300 000〒,"Сарайшык р-н, М. Тынышбайулы 5 — рядом нурлы жол вокзал",Астана,2,39.15,11.0,12.0,2026.0
762295914,3-комнатная квартира · 91.5 м² · 9/12 этаж,58 000 000〒,"Алмалинский р-н, Толе би — Напротив озера Сайран",Алматы,3,91.5,9.0,12.0,2016.0
1011658519,2-комнатная квартира · 29 м² · 14/17 этаж,29 900 000〒,"Алмалинский р-н, Ауэзова 2/4 — Гоголя",Алматы,2,29.0,14.0,17.0,2025.0
1011232588,2-комнатная квартира · 55 м² · 4/5 этаж,22 300 000〒,"мкр. Алтын орда, Мангилик ел 16",Актобе,2,55.0,4.0,5.0,2018.0
1011679531,1-комнатная квартира · 16 м² · 3/9 этаж,12 500 000〒,"Ауэзовский р-н, Раймбек — Сайна Тошкенскии",Алматы,1,16.0,3.0,9.0,1985.0
1010403892,1-комнатная квартира · 54.3 м² · 3/8 этаж,39 500 000〒,"Есильский р-н, Мәңгілік Ел 21 — Керей Жанибек",Астана,1,54.3,3.0,8.0,2021.0
1010355919,2-комнатная квартира · 62.2 м² · 5/9 этаж,26 500 000〒,"Сарайшык р-н, Кенен Азербаев 37/1 — Ракымжан Кошкарбаев",Астана,2,62.2,5.0,9.0,2025.0
1009269381,2-комнатная квартира · 48.3 м² · 4/16 этаж,60 000 000〒,"Бостандыкский р-н, Коктем-3",Алматы,2,48.3,4.0,16.0,2019.0
1008833556,2-комнатная квартира · 56.7 м² · 7/22 этаж,32 500 000〒,"Сарайшык р-н, Шаймерденова 8б — Байтурсынова-Нажмеденова",Астана,2,56.7,7.0,22.0,2020.0
1000242443,3-комнатная квартира · 82 м² · 4/12 этаж,71 900 000〒,"Медеуский р-н, Бегалина 7 — Толе би/Бегалина",Алматы,3,82.0,4.0,12.0,2020.0
698215344,1-комнатная квартира · 40.77 м²,от 33 757 560〒,"Сарайшык р-н, Сагадат Нурмагамбетов 17",Астана,1,40.77,,,2026.0
1001194952,2-комнатная квартира · 62.22 м²,от 36 165 652〒,"Абайский р-н, мкр Акжайык, Байдибек би 113/3",Шымкент,2,62.22,,,2027.0
690810649,3-комнатная квартира · 113.29 м²,от 75 858 984〒,"Енбекшинский р-н, 193 квартал участок 1690/2",Шымкент,3,113.29,,,2024.0
1010718288,1-комнатная квартира · 37 м² · 7/9 этаж,21 500 000〒,"Сарыарка р-н, Шаймерден Косшыгулулы 27/1",Астана,1,37.0,7.0,9.0,2026.0
1008403364,1-комнатная квартира · 47 м² · 5/5 этаж,33 000 000〒,"Турксибский р-н, мкр Кайрат, Тараз 7",Алматы,1,47.0,5.0,5.0,2023.0
1004851560,1-комнатная квартира · 49.4 м² · 9/12 этаж,23 990 000〒,"Сарайшык р-н, Жумекен Нажимеденов 38 — ГОРЯЩАЯ ЦЕНА! ИПОТЕКА +",Астана,1,49.4,9.0,12.0,2024.0
1010642070,1-комнатная квартира · 39.6 м² · 6/9 этаж,20 500 000〒,"Сарайшык р-н, Жургенова 26",Астана,1,39.6,6.0,9.0,2015.0
1010098453,3-комнатная квартира · 105.9 м² · 3/16 этаж,82 000 000〒,"Ауэзовский р-н, Утеген батыра 11г — Утеген батыра",Алматы,3,105.9,3.0,16.0,2025.0
1009677234,3-комнатная квартира · 71 м²,49 000 000〒,"Нура р-н, Е-36 4",Астана,3,71.0,,,2023.0
1004663076,2-комнатная квартира · 47.5 м² · 5/8 этаж,48 000 000〒,"Нура р-н, Керей, Жанибек хандар 2 — Туран, Керей Жанибек хандар",Астана,2,47.5,5.0,8.0,2021.0
1004529496,2-комнатная квартира · 59.9 м² · 3/5 этаж,30 500 000〒,"Наурызбайский р-н, мкр Шугыла, Алтын орда",Алматы,2,59.9,3.0,5.0,2020.0
1002598630,1-комнатная квартира · 34.7 м² · 1/3 этаж,22 500 000〒,"Алатауский р-н, мкр Теректы, Устирт",Алматы,1,34.7,1.0,3.0,2022.0
1001757961,2-комнатная квартира · 43.6 м² · 2/5 этаж,25 999 999〒,"Наурызбайский р-н, мкр Шугыла, Дала",Алматы,2,43.6,2.0,5.0,2021.0
1004699436,4-комнатная квартира · 88.63 м²,от 53 621 150〒,"Нура р-н, Е 908 23",Астана,4,88.63,,,2026.0
1010732963,2-комнатная квартира · 43 м² · 3/4 этаж,27 000 000〒,"Абайский р-н, проспект республики 40 — Фиркан экспресс",Шымкент,2,43.0,3.0,4.0,1966.0
1008497893,4-комнатная квартира · 148 м²,от 246 716 000〒,"Бостандыкский р-н, Кожабекова 17/2",Алматы,4,148.0,,,2028.0
1008497890,1-комнатная квартира · 60 м²,от 100 020 000〒,"Бостандыкский р-н, Кожабекова 17/2",Алматы,1,60.0,,,2028.0
1010998411,3-комнатная квартира · 68 м² · 9/12 этаж,33 200 000〒,"Нура р-н, Е-489 3",Астана,3,68.0,9.0,12.0,2021.0
1011235117,3-комнатная квартира · 49 м² · 7/9 этаж,39 000 000〒,"Алатауский р-н, Бауыржана Момышулы",Алматы,3,49.0,7.0,9.0,2024.0
1011564627,1-комнатная квартира · 33 м² · 1/10 этаж,14 800 000〒,Чокина 7,Павлодар,1,33.0,1.0,10.0,1990.0
1011445979,2-комнатная квартира · 44 м² · 9/10 этаж,59 500 000〒,"Алмалинский р-н, Карасай батыра 119/к4 — Шарипова",Алматы,2,44.0,9.0,10.0,2023.0
762195562,1-комнатная квартира · 16.6 м² · 1/5 этаж,12 500 000〒,"Алмалинский р-н, Богенбай батыра 272 Б",Алматы,1,16.6,1.0,5.0,1982.0
682412480,1-комнатная квартира · 31 м² · 6/10 этаж,22 500 000〒,"Наурызбайский р-н, Алтын орда",Алматы,1,31.0,6.0,10.0,2022.0
1011226799,1-комнатная квартира · 29.5 м² · 9/10 этаж,15 000 000〒,"Наурызбайский р-н, Алтын Орда 7/1а",Алматы,1,29.5,9.0,10.0,2026.0
1010908590,2-комнатная квартира · 41.7 м² · 2/5 этаж,21 000 000〒,"Наурызбайский р-н, мкр Каргалы, Редько — Кенесары хан",Алматы,2,41.7,2.0,5.0,1970.0
1009201890,2-комнатная квартира · 54 м² · 4/9 этаж,48 000 000〒,"Бостандыкский р-н, Рыскулбекова — Навои - Рыскулбекова",Алматы,2,54.0,4.0,9.0,2009.0
1007308871,2-комнатная квартира · 68.7 м² · 13/20 этаж,57 500 000〒,"Алматы р-н, Ж.Нажмиденова 7",Астана,2,68.7,13.0,20.0,2022.0
1005930375,5-комнатная квартира · 232 м²,180 000 000〒,"Бостандыкский р-н, Аль-Фараби",Алматы,5,232.0,,,2007.0
1005095380,1-комнатная квартира · 43.05 м² · 12/12 этаж,18 081 000〒,"Сарайшык р-н, Каршыга Ахмедьярова — Женева-4 НАЛИЧКА",Астана,1,43.05,12.0,12.0,2025.0
1002037818,2-комнатная квартира · 66.4 м² · 9/9 этаж,30 000 000〒,"Алатауский р-н, мкр Ожет, Северное Кольцо 92/3 — Рафикова",Алматы,2,66.4,9.0,9.0,2022.0
699308814,2-комнатная квартира · 61.7 м²,от 24 063 000〒,Таншолпан 2/3,Петропавловск,2,61.7,,,2024.0
672398457,4-комнатная квартира · 140.6 м²,от 32 338 000〒,7 микрорайон 12 А,Аксай,4,140.6,,,2022.0
760058319,1-комнатная квартира · 61.8 м²,от 18 540 000〒,Бисена Жумагалиева 55,Уральск,1,61.8,,,2025.0
1011305370,2-комнатная квартира · 47.8 м² · 2/12 этаж,19 800 000〒,"Казыбек би р-н, ​Улица Карбышева 4/3 — Рынок «Арай»",Караганда,2,47.8,2.0,12.0,2025.0
1011634442,1-комнатная квартира · 27.5 м² · 7/10 этаж,21 000 000〒,"Турксибский р-н, просп. Сакена Сейфуллина 51",Алматы,1,27.5,7.0,10.0,2021.0
1011654258,2-комнатная квартира · 49 м² · 9/10 этаж,33 000 000〒,"Турксибский р-н, Сейфуллина 51 — сейфуллина",Алматы,2,49.0,9.0,10.0,2021.0
1004269036,3-комнатная квартира · 71 м² · 5/8 этаж,49 500 000〒,"Есильский р-н, Улы Дала 65/2",Астана,3,71.0,5.0,8.0,2017.0
1009794653,2-комнатная квартира · 64.6 м² · 1/5 этаж,40 000 000〒,"Турксибский р-н, мкр Кайрат, Тараз 1/1",Алматы,2,64.6,1.0,5.0,2024.0
1009034138,2-комнатная квартира · 61.1 м² · 7/9 этаж,52 000 000〒,"Есильский р-н, Жошы хан 27 — Керей, Жанибек хандар",Астана,2,61.1,7.0,9.0,2022.0
1010958428,1-комнатная квартира · 26.3 м² · 4/12 этаж,17 000 000〒,Ташкентский тракт 18 километр,Алматы,1,26.3,4.0,12.0,2026.0
1010917892,1-комнатная квартира · 34.3 м² · 4/17 этаж,23 100 000〒,"Нура р-н, Улы Дала 10 — Чингиз Айтматова",Астана,1,34.3,4.0,17.0,2026.0
1010528671,3-комнатная квартира · 84 м² · 5/12 этаж,45 000 000〒,"р-н Байконур, Габдуллина 19/1 — Кенесары-Республика",Астана,3,84.0,5.0,12.0,2005.0
1010280648,2-комнатная квартира · 68 м² · 10/10 этаж,45 000 000〒,"Ауэзовский р-н, мкр Аксай-1 10/3 — ТРЦ Азия парк",Алматы,2,68.0,10.0,10.0,2015.0
1009898158,2-комнатная квартира · 84.2 м² · 6/10 этаж,44 000 000〒,"Нура р-н, Азильхан Нуршаихов 6",Астана,2,84.2,6.0,10.0,2025.0
1009872438,2-комнатная квартира · 76 м² · 8/9 этаж,44 500 000〒,"Алматы р-н, Нурмагамбетова 23 — Нажимеденова ‼️ ШИКАРНАЯ КВАРТИРА",Астана,2,76.0,8.0,9.0,2023.0
1009656927,1-комнатная квартира · 38 м² · 3/18 этаж,36 500 000〒,"Есильский р-н, Улы Дала 39 — БОТАНИЧЕСКИЙ САД!",Астана,1,38.0,3.0,18.0,2019.0
1008977958,2-комнатная квартира · 80 м² · 5/16 этаж,117 500 000〒,"Есильский р-н, Бухар жырау 26 — БОТАНИЧЕСКИЙ САД ЧЕРЕЗ ДОРОГУ!",Астана,2,80.0,5.0,16.0,2024.0
1002951093,2-комнатная квартира · 86 м² · 7/21 этаж,39 950 000〒,"р-н Байконур, Кенесары 52",Астана,2,86.0,7.0,21.0,2016.0
1002064284,2-комнатная квартира · 63.6 м² · 2/11 этаж,28 500 000〒,"Алматы р-н, Кюйши Дины 24",Астана,2,63.6,2.0,11.0,2005.0
1010013644,4-комнатная квартира · 135.03 м²,от 73 456 320〒,"Абайский р-н, мкр Акжайык, Толеметова",Шымкент,4,135.03,,,2026.0
1006812867,2-комнатная квартира · 66.74 м²,от 26 028 600〒,Абылай Хана 19,Щучинск,2,66.74,,,2025.0
1004378409,1-комнатная квартира · 32.55 м²,от 21 092 400〒,"Нура р-н, Шоссе Коргалжын 24/2",Астана,1,32.55,,,2026.0
1010109019,2-комнатная квартира · 48.9 м²,от 21 760 500〒,Наурызбай Батыра 138,Кокшетау,2,48.9,,,2023.0
1009045707,3-комнатная квартира · 76.8 м² · 2/5 этаж,39 000 000〒,"Абайский р-н, мкр Шымсити, Шым сити 189квартал/7 24кв",Шымкент,3,76.8,2.0,5.0,2021.0
693608741,1-комнатная квартира · 28 м² · 1/5 этаж,7 000 000〒,Абая 54,Аркалык,1,28.0,1.0,5.0,1980.0
1011513003,2-комнатная квартира · 62 м² · 7/7 этаж,11 500 000〒,29а мкр 88,Актау,2,62.0,7.0,7.0,2025.0
1010266316,1-комнатная квартира · 32.6 м² · 6/16 этаж,18 499 999〒,"Алматы р-н, Рыскулбекова 16/3",Астана,1,32.6,6.0,16.0,2012.0
1011234371,3-комнатная квартира · 65 м² · 2/5 этаж,26 000 000〒,"Сазда-2 , абилхайыр хана 70",Актобе,3,65.0,2.0,5.0,1988.0
1010325751,2-комнатная квартира · 55 м² · 4/4 этаж,23 500 000〒,"Казыбек би р-н, Назарбаева 1",Караганда,2,55.0,4.0,4.0,1955.0
1011168591,4-комнатная квартира · 123 м² · 13/14 этаж,139 500 000〒,"Есильский р-н, Бокейхана 52 — Рыскулова",Астана,4,123.0,13.0,14.0,2024.0
691862507,2-комнатная квартира · 48 м² · 5/5 этаж,17 000 000〒,"Ульбинский, Космическая 17",Усть-Каменогорск,2,48.0,5.0,5.0,1969.0
1001013790,1-комнатная квартира · 21 м² · 5 этаж,9 800 000〒,"Алматы р-н, Иле 33",Астана,1,21.0,,,2019.0
1011346233,3-комнатная квартира · 72 м² · 2/5 этаж,28 500 000〒,мкр Самал 51,Тараз,3,72.0,2.0,5.0,1981.0
1003496405,2-комнатная квартира · 57 м² · 5/8 этаж,22 000 000〒,28-й мкр 68/3 — Рядом супермаркет Аман,Актау,2,57.0,5.0,8.0,2024.0
670994041,3-комнатная квартира · 102 м² · 5/7 этаж,46 300 000〒,Юбилейный,Костанай,3,102.0,5.0,7.0,2019.0
1001228771,3-комнатная квартира · 103 м² · 2/5 этаж,44 999 000〒,Карагайлы 50/1,Семей,3,103.0,2.0,5.0,2023.0
1011269936,2-комнатная квартира · 63.5 м² · 2/9 этаж,36 500 000〒,"Наурызбайский р-н, мкр Шугыла мкр-н Шугыла 341/5к3, подъезд 1 — Алатау",Алматы,2,63.5,2.0,9.0,2019.0
1011627410,1-комнатная квартира · 55 м² · 9/10 этаж,20 000 000〒,ТКАЧЕВА 10 — СРОЧНООООО,Павлодар,1,55.0,9.0,10.0,2008.0
1008656550,1-комнатная квартира · 33.2 м² · 4/4 этаж,27 500 000〒,"Медеуский р-н, Уалиханова 36 — Уг. ул.Мукагали-Макатаева",Алматы,1,33.2,4.0,4.0,1977.0
1011443901,3-комнатная квартира · 95.1 м² · 7/9 этаж,38 000 000〒,"Сарыарка р-н, Сейфуллина 3 — ул. Кубрина",Астана,3,95.1,7.0,9.0,2009.0
1011379765,3-комнатная квартира · 79 м² · 7/10 этаж,33 900 000〒,"Казыбек би р-н, мкр Юго-Восток, Микрорайон Гульдер-1 3а",Караганда,3,79.0,7.0,10.0,2024.0
1011480144,3-комнатная квартира · 63 м² · 16/16 этаж,35 000 000〒,"Есильский р-н, Улыдала 10 — Улы Дала",Астана,3,63.0,16.0,16.0,2018.0
1009815239,3-комнатная квартира · 78.7 м² · 9/9 этаж,37 300 000〒,"Нура р-н, E 908 23 — Элингтон Молл",Астана,3,78.7,9.0,9.0,2026.0
1004041551,3-комнатная квартира · 47 м² · 4/5 этаж,22 000 000〒,Колбасшы Койгельды 192 — Казыбек Би,Тараз,3,47.0,4.0,5.0,1986.0
1011518980,3-комнатная квартира · 75 м² · 2/7 этаж,66 000 000〒,"Турксибский р-н, мкр Кайрат 153/26 — Бухтарминская",Алматы,3,75.0,2.0,7.0,2022.0
1011379826,2-комнатная квартира · 43 м² · 15/18 этаж,22 900 000〒,"Казыбек би р-н, ​Камали Дюсембекова 83/3",Караганда,2,43.0,15.0,18.0,2025.0
1007166481,2-комнатная квартира · 40 м² · 5/9 этаж,21 999 999〒,"Есильский р-н, Аль-Фараби 46/24 — Улы-Дала",Астана,2,40.0,5.0,9.0,2026.0
1011250601,2-комнатная квартира · 66.2 м² · 2/14 этаж,49 500 000〒,"Есильский р-н, Улы Дала 7/4 — Ботанический сад ГОРЯЧАЯ ЦЕНА БИЗНЕС КЛАСС",Астана,2,66.2,2.0,14.0,2018.0
761235071,4-комнатная квартира · 150 м² · 9/9 этаж,46 500 000〒,28А мкр 23 — ЖК “СҰҢҚАР”,Актау,4,150.0,9.0,9.0,2020.0
1011648411,1-комнатная квартира · 31.2 м² · 3/5 этаж,15 000 000〒,Абая,Уральск,1,31.2,3.0,5.0,1975.0
1008677841,2-комнатная квартира · 57 м² · 7/9 этаж,28 900 000〒,"Сарайшык р-н, Шамши Калдаяков 60Б, 60А — Ипотека- документы на руках",Астана,2,57.0,7.0,9.0,2025.0
1010343334,1-комнатная квартира · 38 м² · 4/9 этаж,17 500 000〒,"Абайский р-н, мкр Шымсити 9 — Туркия  улица соединяет Тулеметова и Шымсити",Шымкент,1,38.0,4.0,9.0,2019.0
1010886366,2-комнатная квартира · 48 м² · 3/18 этаж,69 000 000〒,"Есильский р-н, мкр Шубар, Сарайшык 34/6 — Акмешит",Астана,2,48.0,3.0,18.0,2024.0
1011435948,3-комнатная квартира · 56 м² · 4/5 этаж,39 500 000〒,"Алмалинский р-н, масанчи 3",Алматы,3,56.0,4.0,5.0,1974.0
1009926975,3-комнатная квартира · 67 м² · 1/5 этаж,20 300 000〒,Массив карасу 21,Тараз,3,67.0,1.0,5.0,1991.0
1010578034,3-комнатная квартира · 53.9 м² · 2/2 этаж,19 000 000〒,"Турксибский р-н, Красногвардейский тракт 475",Алматы,3,53.9,2.0,2.0,1957.0
1004732183,2-комнатная квартира · 49.9 м² · 1/5 этаж,25 000 000〒,"Сарыарка р-н, Карталы — ТД Көктал",Астана,2,49.9,1.0,5.0,1992.0
1010356871,2-комнатная квартира · 64.5 м² · 4/12 этаж,30 000 000〒,Володарского 25/8 — Айтеке Би,Шымкент,2,64.5,4.0,12.0,2024.0
1010823964,2-комнатная квартира · 41.4 м² · 8/9 этаж,28 500 000〒,"Алматы р-н, Байтурсынова 2 — Нурмагамбетова",Астана,2,41.4,8.0,9.0,2022.0
1010116653,1-комнатная квартира · 26 м² · 7/10 этаж,15 000 000〒,"Турксибский р-н, мкр Кайрат, Сыбызгы 100",Алматы,1,26.0,7.0,10.0,2026.0
1010088487,2-комнатная квартира · 43.1 м² · 4/5 этаж,35 500 000〒,"Алмалинский р-н, Жибек жолы 192 — Муратбаева",Алматы,2,43.1,4.0,5.0,1976.0
1009957251,2-комнатная квартира · 41 м² · 6 этаж,28 000 000〒,"Нура р-н, Е-429 14",Астана,2,41.0,,,2025.0
1009582495,1-комнатная квартира · 33 м² · 4/6 этаж,16 490 000〒,Аль Фараби 76 — Главная Мечеть левого берега,Астана,1,33.0,4.0,6.0,2024.0
1011674732,2-комнатная квартира · 50.1 м² · 2/5 этаж,25 000 000〒,"Сарыарка р-н, Маскеу 17/1 — Рядом рябилитационный центр, 14 школа",Астана,2,50.1,2.0,5.0,1990.0
1008596989,3-комнатная квартира · 82.6 м² · 11/14 этаж,57 000 000〒,"Бостандыкский р-н, Утепова 31 — 20-я линия Басенова",Алматы,3,82.6,11.0,14.0,2025.0
1011136164,1-комнатная квартира · 28 м² · 7/10 этаж,18 500 000〒,"Наурызбайский р-н, мкр Шугыла, Алтын орда 6/36",Алматы,1,28.0,7.0,10.0,2021.0
1008565016,2-комнатная квартира · 52.6 м² · 2/3 этаж,40 500 000〒,"Алмалинский р-н, Богенбай батыра — Ул Байтурсынова",Алматы,2,52.6,2.0,3.0,1959.0
1008284385,2-комнатная квартира · 72.9 м² · 1/10 этаж,46 000 000〒,"Наурызбайский р-н, мкр Шугыла, Жунисова",Алматы,2,72.9,1.0,10.0,2023.0
1008002512,2-комнатная квартира · 65 м² · 2/9 этаж,35 990 000〒,"Турксибский р-н, мкр Кайрат 304/2 — ул Сыбызғы",Алматы,2,65.0,2.0,9.0,2025.0
1005547780,3-комнатная квартира · 76.4 м² · 1/5 этаж,44 500 000〒,"Наурызбайский р-н, Алтын Орда 6 18 — Возле школы N207",Алматы,3,76.4,1.0,5.0,2020.0
1004937404,1-комнатная квартира · 34 м² · 8/9 этаж,29 400 000〒,"Ауэзовский р-н, мкр Сайран, Толе би",Алматы,1,34.0,8.0,9.0,2023.0
1011225983,2-комнатная квартира · 76 м² · 20/20 этаж,28 000 000〒,17-й мкр 5,Актау,2,76.0,20.0,20.0,2018.0
1011517797,2-комнатная квартира · 69.4 м²,31 000 000〒,"Есильский р-н, Сарайшык 5в",Астана,2,69.4,,,2018.0
